,Location,Experience Level,Industry,Domain,AI_Impact_Category
1471,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1472,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1473,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1474,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1475,"Bengaluru, Karnataka, India",Associate,Software Development,Data Analyst,Automation Affected
1476,"Bengaluru, Karnataka, India",Associate,Retail ,Data Analyst,Low AI Impact
1477,"Bengaluru, Karnataka, India",Associate,"Technology, Information and Internet",Data Analyst,AI Adoption Affected
1478,"Bengaluru, Karnataka, India",Associate,Business Consulting and Services,Data Analyst,Automation Affected
1479,"Bengaluru, Karnataka, India",Associate,Financial Services,Data Analyst,AI Adoption Affected
1480,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1481,"Bengaluru, Karnataka, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1482,"Bengaluru, Karnataka, India",Associate,Financial Services,Data Analyst,Automation Affected
1483,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1485,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1486,"Bengaluru, Karnataka, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1487,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1488,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1489,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1490,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1491,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1492,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1493,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1494,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1496,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1497,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1498,"Chennai, Tamil Nadu, India",Associate,Financial Services,Data Analyst,Low AI Impact
1499,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1500,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1501,"Chennai, Tamil Nadu, India",Associate,Banking,Data Analyst,Low AI Impact
1502,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1503,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1504,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1505,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1506,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1507,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1508,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1509,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1510,"Chennai, Tamil Nadu, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1512,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1513,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1514,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1516,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1517,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1518,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1519,"Chennai, Tamil Nadu, India",Associate,Retail ,Data Analyst,AI Adoption Affected
1520,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1521,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1522,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1523,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1524,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1525,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1526,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1527,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1528,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1529,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1530,"Chennai, Tamil Nadu, India",Associate,Banking,Data Analyst,AI Adoption Affected
1531,"Chennai, Tamil Nadu, India",Associate,Banking,Data Analyst,AI Adoption Affected
1532,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1534,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1535,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1536,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1537,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1538,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1539,"Chennai, Tamil Nadu, India",Associate,Financial Services,Data Analyst,AI Adoption Affected
1540,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1541,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1542,"Chennai, Tamil Nadu, India",Associate,"Technology, Information and Internet",Data Analyst,AI Adoption Affected
1543,"Chennai, Tamil Nadu, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1544,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1545,"Hyderabad, Telangana, India",Associate,Banking,Data Analyst,Low AI Impact
1546,"Hyderabad, Telangana, India",Associate,Software Development,Data Analyst,Low AI Impact
1547,"Hyderabad, Telangana, India",Associate,Education Administration Programs,Data Analyst,Low AI Impact
1548,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1550,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1551,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1553,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1554,"Hyderabad, Telangana, India",Associate,Business Consulting and Services,Data Analyst,AI Adoption Affected
1555,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1556,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1557,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1559,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1560,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1561,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,Automation Affected
1562,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1563,"Hyderabad, Telangana, India",Associate,Banking,Data Analyst,Low AI Impact
1564,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1565,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1566,"Hyderabad, Telangana, India",Associate,Pharmaceutical Manufacturing,Data Analyst,Low AI Impact
1567,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1568,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1569,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1570,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,AI Adoption Affected
1571,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1572,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1573,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1574,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,AI Adoption Affected
1575,"Hyderabad, Telangana, India",Associate,Banking,Data Analyst,AI Adoption Affected
1576,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,Low AI Impact
1577,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1578,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1579,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1581,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,Automation Affected
1582,"Hyderabad, Telangana, India",Associate,"Technology, Information and Internet",Data Analyst,AI Adoption Affected
1583,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1584,"Hyderabad, Telangana, India",Associate,Software Development,Data Analyst,Low AI Impact
1585,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1586,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1587,"Hyderabad, Telangana, India",Associate,Software Development,Data Analyst,Automation Affected
1588,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1589,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1590,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,Automation Affected
1591,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1592,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1594,"Hyderabad, Telangana, India",Associate,Software Development,Data Analyst,Low AI Impact
1595,"Hyderabad, Telangana, India",Associate,Financial Services,Data Analyst,Low AI Impact
1596,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1597,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1598,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1599,"Hyderabad, Telangana, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1600,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1602,"Mumbai, Maharashtra, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1604,"Mumbai, Maharashtra, India",Associate,Financial Services,Data Analyst,Low AI Impact
1605,"Mumbai, Maharashtra, India",Associate,Financial Services,Data Analyst,AI Adoption Affected
1607,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1608,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1611,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1612,"Mumbai, Maharashtra, India",Associate,Banking,Data Analyst,Low AI Impact
1613,"Mumbai, Maharashtra, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1615,"Mumbai, Maharashtra, India",Associate,Staffing and Recruiting,Data Analyst,AI Adoption Affected
1616,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
1617,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1618,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1619,"Mumbai, Maharashtra, India",Associate,Software Development,Data Analyst,Low AI Impact
1620,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1621,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1624,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1625,"Pune, Maharashtra, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1626,"Mumbai, Maharashtra, India",Associate,Pharmaceutical Manufacturing,Data Analyst,AI Adoption Affected
1627,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1628,"Mumbai, Maharashtra, India",Associate,Business Consulting and Services,Data Analyst,Low AI Impact
1631,"Mumbai, Maharashtra, India",Associate,Financial Services,Data Analyst,Low AI Impact
1633,"Pune, Maharashtra, India",Associate,Software Development,Data Analyst,AI Adoption Affected
1635,"Mumbai, Maharashtra, India",Associate,Financial Services,Data Analyst,Automation Affected
1636,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1637,"Pune, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,AI Adoption Affected
1638,"Pune, Maharashtra, India",Associate,Banking,Data Analyst,Automation Affected
1639,"Pune, Maharashtra, India",Associate,"Technology, Information and Internet",Data Analyst,Low AI Impact
1640,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Low AI Impact
1642,"Pune, Maharashtra, India",Associate,Business Consulting and Services,Data Analyst,AI Adoption Affected
1643,"Mumbai, Maharashtra, India",Associate,Banking,Data Analyst,Low AI Impact
1644,"Mumbai, Maharashtra, India",Associate,IT Services and IT Consulting,Data Analyst,Automation Affected
